,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.895946763460375,0.8485714285714285,52,0.19408201975448938,176662,481.71634328361716,linear,0,,,,,,,,,,,,,,,,
1,0.895946763460375,0.8619047619047621,385,0.6805023652761992,190135,111.28083080948579,linear,1,,,,,,,,,,,,,,,,
2,0.8890502117362372,0.8619047619047621,363,0.6959916567118137,52219,467.48895163750313,linear,2,,,,,,,,,,,,,,,,
3,0.8924984875983061,0.8619047619047621,475,0.6337521221562121,108602,152.6449545917138,linear,3,,,,,,,,,,,,,,,,
4,0.8027223230490017,0.6933333333333334,314,0.19870038096065057,8923,75.89300921137139,linear,4,,,,,,,,,,,,,,,,
5,0.8924984875983061,0.8619047619047621,505,0.6217290965886733,184532,396.80886795781464,linear,5,,,,,,,,,,,,,,,,
6,0.895946763460375,0.8485714285714285,358,0.09010143049763378,158825,391.5806528992949,linear,6,,,,,,,,,,,,,,,,
7,0.8924984875983061,0.8619047619047621,205,0.5250268819113699,129750,186.68872464645443,linear,7,,,,,,,,,,,,,,,,
8,0.8890502117362372,0.8485714285714285,357,0.7504321881005325,71402,398.8592659946438,linear,8,,,,,,,,,,,,,,,,
9,0.8890502117362372,0.8485714285714285,503,0.5620127594618668,124726,149.85812737261367,linear,9,,,,,,,,,,,,,,,,
10,0.8856019358741681,0.8485714285714285,574,0.8,200000,87.72948750124979,linear,1,10(s),,,,,,,,,,,,,,,
11,0.8821536600120993,0.8619047619047621,198,0.8,85965,203.44530551242474,linear,1,11(s),,,,,,,,,,,,,,,
12,0.8649122807017544,0.8333333333333333,446,0.8,34029,17.32611269223122,linear,1,12(s),,,,,,,,,,,,,,,
13,0.8821536600120992,0.8485714285714285,110,0.8,79943,500.0,linear,2,13,,,,,,,,,,,,,,,
14,0.8752571082879612,0.8342857142857142,722,0.14096527522846947,58038,292.4978142564905,linear,2,14,,,,,,,,,,,,,,,
15,0.8820931639443435,0.8619047619047621,743,0.8,50849,205.3667527824817,linear,3,15,,,,,,,,,,,,,,,
16,0.895946763460375,0.8485714285714285,652,0.1192152828952362,181886,294.0205049797383,linear,3,16,,,,,,,,,,,,,,,
17,0.8890502117362372,0.8771428571428572,804,0.13658810684384282,92346,500.0,linear,5,17,,,,,,,,,,,,,,,
18,0.895946763460375,0.862857142857143,718,0.28894865580882356,200000,165.64120277584206,linear,5,18,,,,,,,,,,,,,,,
19,0.8924984875983061,0.8619047619047621,203,0.7396524289450923,30931,114.95843806082766,linear,7,19,,,,,,,,,,,,,,,
20,0.8889897156684816,0.8485714285714285,199,0.755988668414656,200000,118.130276425788,linear,7,20,,,,,,,,,,,,,,,
21,0.895946763460375,0.8485714285714285,69,0.17562821524546815,161961,460.1586776446711,linear,0,21,,,,,,,,,,,,,,,
22,0.8924984875983061,0.8485714285714285,15,0.2669263752647115,163275,37.20603669979198,linear,0,22,,,,,,,,,,,,,,,
23,0.889050211736237,0.8485714285714285,656,0.09230761526247698,200000,154.31328331426295,linear,6,23,,,,,,,,,,,,,,,
24,0.8993950393224439,0.8485714285714285,683,0.05893650916221428,144117,500.0,linear,6,24,,,,,,,,,,,,,,,
25,0.6715063520871144,0.7066666666666667,629,0.8,4723,453.48385476790526,linear,8,25,,,,,,,,,,,,,,,
26,0.8924984875983061,0.8485714285714285,389,0.7419526269367339,70586,370.5996263022609,linear,8,26,,,,,,,,,,,,,,,
27,0.8821536600120993,0.8619047619047621,109,0.8,200000,118.10558901893208,linear,9,27,,,,,,,,,,,,,,,
28,0.8890502117362372,0.8485714285714285,806,0.8,147249,258.07200051007754,linear,9,28,,,,,,,,,,,,,,,
29,0.8096188747731399,0.7638095238095237,398,0.11982369458992874,13005,14.950305211184727,linear,4,29,,,,,,,,,,,,,,,
30,0.7915305505142165,0.7628571428571429,487,0.2856106322370002,8640,69.68774543238894,linear,4,30,,,,,,,,,,,,,,,
31,0.8994555353901996,0.8485714285714285,228,0.014842636308395607,92075,485.3922609533298,linear,5,17,31(s),,,,,,,,,,,,,,
32,0.8580157289776164,0.8485714285714285,650,0.06754873141212835,67369,209.07751636245223,linear,5,17,32(s),,,,,,,,,,,,,,
33,0.8994555353901996,0.8485714285714285,398,0.024355259602384174,91984,74.14618668850181,linear,5,17,33(s),,,,,,,,,,,,,,
34,0.8924984875983061,0.862857142857143,98,0.2309477245807886,50069,61.47659946672101,linear,5,18,34,,,,,,,,,,,,,,
35,0.8924984875983061,0.8619047619047621,539,0.48403815997544886,87975,295.2936691468674,linear,5,18,35,,,,,,,,,,,,,,
36,0.8856019358741681,0.8342857142857143,607,0.5829782237287684,177411,10.310327173186153,linear,1,36,,,,,,,,,,,,,,,
37,0.8856019358741681,0.8333333333333334,760,0.8,80031,51.53792978769619,linear,1,37,,,,,,,,,,,,,,,
38,0.8575922565033274,0.8476190476190476,317,0.0007881645762368439,20105,29.760003210673517,linear,4,29,38,,,,,,,,,,,,,,
39,0.7638233514821537,0.8333333333333333,757,0.2124559793775348,17712,8.85037140997196,linear,4,29,39,,,,,,,,,,,,,,
40,0.8091349062310949,0.7933333333333333,494,0.05811356312087894,4513,458.7881128472196,linear,5,17,40(s),,,,,,,,,,,,,,
41,0.8924984875983061,0.8485714285714285,788,0.028758673351093195,174438,275.3632932486802,linear,5,17,41(s),,,,,,,,,,,,,,
42,0.895946763460375,0.8485714285714285,620,0.039993851895854415,99979,113.16959859052633,linear,5,17,42(s),,,,,,,,,,,,,,
43,0.8924984875983061,0.8485714285714285,301,0.40736736193450646,54523,95.56522012323897,linear,1,43,,,,,,,,,,,,,,,
44,0.8924984875983061,0.8619047619047621,358,0.8,130831,110.91460698088756,linear,1,44,,,,,,,,,,,,,,,
45,0.8924984875983061,0.8485714285714285,173,0.022601848112726176,52247,479.4189112386858,linear,5,17,31(s),45,,,,,,,,,,,,,
46,0.895946763460375,0.8485714285714285,200,0.0022189356557245424,89510,51.94085699804873,linear,5,17,31(s),46,,,,,,,,,,,,,
47,0.8787053841500303,0.8619047619047621,388,0.0063058254290418725,31629,136.15675099403217,linear,5,17,33(s),47,,,,,,,,,,,,,
48,0.8752571082879612,0.8342857142857143,393,0.00409886312213447,32948,28.496079579079975,linear,5,17,33(s),48,,,,,,,,,,,,,
49,0.8576527525710829,0.8761904761904763,181,0.0009612139908495296,8429,57.94856474787274,linear,4,29,38,49,,,,,,,,,,,,,
50,0.8367816091954022,0.8361904761904763,313,0.0007086445683272386,9396,13.706752298555521,linear,4,29,38,50,,,,,,,,,,,,,
51,0.8890502117362372,0.8485714285714285,949,0.43081086160865023,166711,8.854652130872825,linear,1,36,51,,,,,,,,,,,,,,
52,0.8856019358741681,0.8628571428571428,32,0.8,134871,15.202967671418747,linear,1,36,52,,,,,,,,,,,,,,
53,0.895946763460375,0.8485714285714285,1000,0.0037222806668916752,180069,301.98345974067325,linear,5,17,53(s),,,,,,,,,,,,,,
54,0.8924984875983061,0.8485714285714285,777,0.2046268535651185,117315,385.122525932804,linear,5,17,54(s),,,,,,,,,,,,,,
55,0.8612220205686631,0.8761904761904763,1000,0.2519857918063287,55818,42.87147294534367,linear,5,17,55(s),,,,,,,,,,,,,,
56,0.8924984875983061,0.862857142857143,759,0.04465118975996052,200000,109.25308045659885,linear,1,56,,,,,,,,,,,,,,,
57,0.7810647307924985,0.8476190476190476,136,0.8,4218,76.44373582099881,linear,1,57,,,,,,,,,,,,,,,
58,0.8821536600120993,0.8485714285714285,232,0.6788647740625103,200000,63.08585750809687,linear,1,44,58,,,,,,,,,,,,,,
59,0.8924984875983061,0.8619047619047621,134,0.7420931614267213,43390,60.241855490888504,linear,1,44,59,,,,,,,,,,,,,,
60,0.8578947368421052,0.8047619047619048,289,0.008412390872736118,16170,202.35748346096298,linear,5,17,33(s),47,60,,,,,,,,,,,,
61,0.8821536600120993,0.8476190476190476,372,0.0041387424367009765,28221,153.58421008190822,linear,5,17,33(s),47,61,,,,,,,,,,,,
62,0.895946763460375,0.8485714285714285,112,0.021481633676871236,149146,500.0,linear,5,17,31(s),62,,,,,,,,,,,,,
63,0.895946763460375,0.8485714285714285,398,0.0290328451122751,168424,500.0,linear,5,17,31(s),63,,,,,,,,,,,,,
64,0.8545674531155475,0.8057142857142857,344,0.0025972187224250548,38897,39.441532960683894,linear,5,17,31(s),46,64,,,,,,,,,,,,
65,0.8924984875983061,0.8485714285714285,85,0.004191253184664668,50605,94.58786557210054,linear,5,17,31(s),46,65,,,,,,,,,,,,
66,0.8856019358741681,0.8342857142857143,353,0.701550220076476,35220,16.996229783762143,linear,1,36,51,66,,,,,,,,,,,,,
67,0.8890502117362372,0.8485714285714285,842,0.23289206813788813,69289,4.15778347375158,linear,1,36,51,67,,,,,,,,,,,,,
68,0.7469449485783425,0.8047619047619048,488,1.5993092262778534e-05,5208,52.034457747423836,linear,4,29,38,68,,,,,,,,,,,,,
69,0.8924984875983061,0.8485714285714285,307,0.00022483352708163303,38405,32.186942926555254,linear,4,29,38,69,,,,,,,,,,,,,
70,0.7880822746521476,0.7638095238095237,571,0.0012577791086637344,16738,26.46035131186276,linear,4,29,38,50,70,,,,,,,,,,,,
71,0.798669086509377,0.7647619047619048,421,0.0010730043953573042,18482,4.627191677378738,linear,4,29,38,50,71,,,,,,,,,,,,
72,0.8752571082879612,0.8914285714285715,1000,0.26319997091873154,77811,446.2482583856453,linear,5,17,72(s),,,,,,,,,,,,,,
73,0.895946763460375,0.8628571428571428,998,0.0190891083738695,166597,280.39631615806,linear,5,17,73(s),,,,,,,,,,,,,,
74,0.895946763460375,0.862857142857143,1000,0.09631555991626292,148877,8.152471523346833,linear,5,17,74(s),,,,,,,,,,,,,,
75,0.8475499092558983,0.8476190476190476,382,0.3357473747617258,16399,50.054163754240825,linear,5,17,55(s),75,,,,,,,,,,,,,
76,0.8924984875983061,0.8485714285714285,352,0.09802776374439554,54152,61.32309074120978,linear,5,17,55(s),76,,,,,,,,,,,,,
77,0.8821536600120993,0.8628571428571428,253,0.02529470825430205,47418,18.493871802342426,linear,5,17,31(s),77,,,,,,,,,,,,,
78,0.895946763460375,0.8485714285714285,73,0.011133682072330021,88152,500.0,linear,5,17,31(s),78,,,,,,,,,,,,,
79,0.7186327888687235,0.6666666666666666,1000,0.02131148356044299,8218,201.60530387864824,linear,5,17,54(s),79,,,,,,,,,,,,,
80,0.8751966122202057,0.8771428571428572,668,0.09678798852464068,61815,286.50243885411385,linear,5,17,54(s),80,,,,,,,,,,,,,
81,0.895946763460375,0.8485714285714285,95,0.00801796503772255,54056,159.38453386004338,linear,5,17,31(s),46,65,81,,,,,,,,,,,
82,0.895946763460375,0.8485714285714285,17,0.005937176783822974,93902,166.07276093272804,linear,5,17,31(s),46,65,82,,,,,,,,,,,
83,0.895946763460375,0.862857142857143,499,0.1851739086555791,82709,500.0,linear,5,17,72(s),83(s),,,,,,,,,,,,,
84,0.895946763460375,0.8485714285714285,717,0.09092907005929976,124943,177.99196843219454,linear,5,17,72(s),84(s),,,,,,,,,,,,,
85,0.889050211736237,0.8485714285714285,353,0.2439172564351688,26961,500.0,linear,5,17,72(s),85(s),,,,,,,,,,,,,
86,0.8407138535995159,0.8476190476190476,1000,0.07458512233214126,44740,63.1235639270073,linear,5,17,86,,,,,,,,,,,,,,
87,0.889050211736237,0.862857142857143,314,0.17682997050388893,148427,70.41394382173007,linear,5,17,87,,,,,,,,,,,,,,
88,0.895946763460375,0.8485714285714285,731,0.33018479225649633,94931,11.15669641029238,linear,5,17,55(s),88,,,,,,,,,,,,,
89,0.889050211736237,0.8485714285714285,292,0.1121340380310002,37113,77.43292579555592,linear,5,17,55(s),89,,,,,,,,,,,,,
90,0.895946763460375,0.8485714285714285,1000,0.031751561033054085,192605,133.38428565398866,linear,5,17,73(s),90,,,,,,,,,,,,,
91,0.895946763460375,0.8485714285714285,129,0.03436078275692814,23844,424.98811113297995,linear,5,17,73(s),91,,,,,,,,,,,,,
92,0.895946763460375,0.8485714285714285,49,0.004588555919368717,170058,213.812823164076,linear,5,17,31(s),78,92,,,,,,,,,,,,
93,0.8993950393224439,0.8485714285714285,55,0.008445407883166636,72268,286.4533101091465,linear,5,17,31(s),78,93,,,,,,,,,,,,
94,0.895946763460375,0.8485714285714285,102,0.002986403067692894,25121,108.70299557531179,linear,5,17,31(s),46,65,81,94,,,,,,,,,,
95,0.895946763460375,0.862857142857143,125,0.011619400953258906,38365,211.62576088910782,linear,5,17,31(s),46,65,81,95,,,,,,,,,,
96,0.7640653357531759,0.6914285714285714,838,7.435799524447076e-05,2653,277.9457060086626,linear,5,17,54(s),79,96,,,,,,,,,,,,
97,0.8580157289776164,0.8628571428571428,115,0.002484497477414374,11046,170.4397946166697,linear,5,17,54(s),79,97,,,,,,,,,,,,
98,0.8786448880822746,0.8342857142857143,429,0.06798868602768603,46112,491.570245002078,linear,5,17,98(s),,,,,,,,,,,,,,
99,0.8993950393224439,0.8485714285714285,938,0.18769097560885264,115938,321.07774893360113,linear,5,17,99(s),,,,,,,,,,,,,,
100,0.895946763460375,0.8485714285714285,450,0.06186268152136938,79064,439.52628413022677,linear,5,17,100(s),,,,,,,,,,,,,,
101,0.895946763460375,0.8485714285714285,123,0.09839318790808987,21809,33.623572243302185,linear,5,17,55(s),101,,,,,,,,,,,,,
102,0.7575317604355717,0.7761904761904762,849,0.21487794639752997,44840,49.984655178611774,linear,5,17,55(s),102,,,,,,,,,,,,,
103,0.895946763460375,0.8485714285714285,409,0.16858009007027738,55901,199.54535279156573,linear,5,17,72(s),83(s),103,,,,,,,,,,,,
104,0.895946763460375,0.8485714285714285,380,0.29170816851468695,79974,276.3018653202066,linear,5,17,72(s),83(s),104,,,,,,,,,,,,
105,0.895946763460375,0.8485714285714285,10,0.013847614253797113,78128,299.9783369350542,linear,5,17,31(s),46,65,81,105,,,,,,,,,,
106,0.9029038112522686,0.8485714285714285,187,0.00879330103846197,67914,294.32552076471086,linear,5,17,31(s),46,65,81,106,,,,,,,,,,
107,0.895946763460375,0.862857142857143,1000,0.11547539511063301,145094,128.12094896546205,linear,5,17,72(s),84(s),107,,,,,,,,,,,,
108,0.895946763460375,0.8485714285714285,1000,0.01834170121077902,200000,85.65753336366392,linear,5,17,72(s),84(s),108,,,,,,,,,,,,
109,0.895946763460375,0.8485714285714285,10,0.008850506326489852,200000,425.889057779782,linear,5,17,31(s),78,92,109,,,,,,,,,,,
110,0.895946763460375,0.8485714285714285,18,0.005849122550798899,200000,264.78158236867006,linear,5,17,31(s),78,92,110,,,,,,,,,,,
111,0.8545069570477919,0.82,517,0.09889433937445,44368,26.537764976028974,linear,5,17,86,111,,,,,,,,,,,,,
112,0.8196612220205687,0.7628571428571428,739,0.01590585434068586,19763,89.64747498186742,linear,5,17,86,112,,,,,,,,,,,,,
113,0.8155474894131881,0.8495238095238096,637,0.039579068565383055,15949,65.97202290664734,linear,5,17,54(s),79,113,,,,,,,,,,,,
114,0.5253478523895947,0.5638095238095236,287,0.03961396665456175,1101,275.48466131944815,linear,5,17,54(s),79,114,,,,,,,,,,,,
115,0.8407743496672717,0.8342857142857142,526,0.15858314844232196,43782,32.42896004891866,linear,5,17,55(s),115(s),,,,,,,,,,,,,
116,0.8856019358741681,0.8771428571428572,862,0.16297688140111358,83001,58.22812911273181,linear,5,17,55(s),116(s),,,,,,,,,,,,,
117,0.8402903811252269,0.8076190476190476,541,0.2417981715470377,32897,34.70352978572278,linear,5,17,55(s),117(s),,,,,,,,,,,,,
118,0.8855414398064125,0.8628571428571428,537,0.18905708227700985,59212,421.6161025736592,linear,5,17,72(s),83(s),118,,,,,,,,,,,,
119,0.895946763460375,0.8485714285714285,145,0.1268950182293267,24701,64.79960686921828,linear,5,17,72(s),83(s),119,,,,,,,,,,,,
120,0.895946763460375,0.8485714285714285,173,0.002464540606370344,200000,84.47145231833446,linear,5,17,72(s),84(s),107,120,,,,,,,,,,,
121,0.895946763460375,0.8485714285714285,152,0.03370854532497168,200000,33.067058180890385,linear,5,17,72(s),84(s),107,121,,,,,,,,,,,
122,0.8993950393224439,0.8485714285714285,147,0.051422632621162416,27047,105.86052127821699,linear,5,17,54(s),79,113,122,,,,,,,,,,,
123,0.8301875378100423,0.7361904761904762,893,0.07716497573455705,14769,40.19176588742032,linear,5,17,54(s),79,113,123,,,,,,,,,,,
124,0.8924984875983061,0.8485714285714285,67,0.0023919942401878958,200000,48.252534017298416,linear,5,17,31(s),78,92,124,,,,,,,,,,,
125,0.895946763460375,0.8485714285714285,63,0.009158428563334094,140192,297.6902612363963,linear,5,17,31(s),78,92,125,,,,,,,,,,,
126,0.8301270417422867,0.7638095238095237,414,0.016680266540612672,7686,500.0,linear,5,17,100(s),126,,,,,,,,,,,,,
127,0.8924984875983061,0.8485714285714285,23,0.1183274940818218,68317,500.0,linear,5,17,100(s),127,,,,,,,,,,,,,
128,0.8993950393224439,0.862857142857143,71,0.07014428453311325,24904,3.8907541114139406,linear,5,17,55(s),101,128,,,,,,,,,,,,
129,0.895946763460375,0.8485714285714285,75,0.16727471080038897,33986,38.86153390763725,linear,5,17,55(s),101,129,,,,,,,,,,,,
130,0.895946763460375,0.862857142857143,217,0.24943852000684513,68235,25.336133924536625,linear,5,17,72(s),83(s),103,130,,,,,,,,,,,
131,0.8924984875983061,0.8485714285714285,397,0.037351070576428724,93197,158.31395183759457,linear,5,17,72(s),83(s),103,131,,,,,,,,,,,
132,0.895946763460375,0.8485714285714285,1,0.011418935176018156,151235,447.6197349677309,linear,5,17,31(s),46,65,81,105,132,,,,,,,,,
133,0.895946763460375,0.8485714285714285,9,0.022618791902267326,32699,71.09865598993133,linear,5,17,31(s),46,65,81,105,133,,,,,,,,,
134,0.895946763460375,0.8485714285714285,23,0.0058387575353732075,144591,500.0,linear,5,17,31(s),78,92,110,134,,,,,,,,,,
135,0.895946763460375,0.8485714285714285,12,0.006250516878700467,71190,172.2535238283964,linear,5,17,31(s),78,92,110,135,,,,,,,,,,
136,0.8578342407743497,0.8485714285714285,889,0.0877719710074198,61911,91.27118036680154,linear,5,17,86,136,,,,,,,,,,,,,
137,0.7468844525105869,0.6914285714285715,462,0.09149436739730545,2968,94.06492789025233,linear,5,17,86,137,,,,,,,,,,,,,
138,0.5517846339987901,0.641904761904762,543,0.17702999409221495,2286,49.02600621365478,linear,5,17,55(s),102,138,,,,,,,,,,,,
139,0.8647912885662432,0.8752380952380954,1000,0.3109278157958595,65148,19.781652454972555,linear,5,17,55(s),102,139,,,,,,,,,,,,
140,0.895946763460375,0.8485714285714285,674,0.17062293351980215,90607,66.95012829927592,linear,5,17,55(s),116(s),140(s),,,,,,,,,,,,
141,0.8716878402903812,0.8904761904761905,953,0.16837367371993434,64641,43.36491951213231,linear,5,17,55(s),116(s),141(s),,,,,,,,,,,,
142,0.895946763460375,0.862857142857143,836,0.17837471134101418,102588,55.84130912376618,linear,5,17,55(s),116(s),142(s),,,,,,,,,,,,
143,0.8787053841500303,0.8485714285714285,918,0.012065274542037402,88419,54.865629014248455,linear,5,17,55(s),143,,,,,,,,,,,,,
144,0.889050211736237,0.8485714285714285,164,0.09711608677683992,19831,8.488175358957001,linear,5,17,55(s),144,,,,,,,,,,,,,
145,0.8889897156684816,0.8485714285714285,676,0.12485513916059221,73517,33.066017964264596,linear,5,17,55(s),102,139,145,,,,,,,,,,,
146,0.8438596491228069,0.8219047619047618,536,0.05801387267752384,16872,23.726144163830558,linear,5,17,55(s),102,139,146,,,,,,,,,,,
147,0.8437386569872958,0.8619047619047621,197,0.2258169797422099,10845,14.440198677623357,linear,5,17,72(s),84(s),107,147,,,,,,,,,,,
148,0.8890502117362372,0.8485714285714285,315,0.14566553357396353,200000,22.534342453687202,linear,5,17,72(s),84(s),107,148,,,,,,,,,,,
149,0.895946763460375,0.8485714285714285,192,0.11335568287965508,100360,14.867455973498227,linear,5,17,72(s),83(s),103,130,149,,,,,,,,,,
150,0.8924984875983061,0.8485714285714285,204,0.1717438928553351,109039,8.76561379276329,linear,5,17,72(s),83(s),103,130,150,,,,,,,,,,
151,0.8649122807017544,0.8057142857142857,795,0.13329157364442024,58118,401.8673579133232,linear,5,17,72(s),83(s),118,151,,,,,,,,,,,
152,0.8890502117362372,0.8485714285714285,101,0.09992179255106096,85142,391.54973492674156,linear,5,17,72(s),83(s),118,152,,,,,,,,,,,
153,0.895946763460375,0.8485714285714285,62,0.003367459973307397,191542,88.24152168012199,linear,5,17,31(s),78,92,153,,,,,,,,,,,
154,0.895946763460375,0.8485714285714285,68,0.004766654544986132,147208,237.8798521613395,linear,5,17,31(s),78,92,154,,,,,,,,,,,
155,0.895946763460375,0.8485714285714285,185,0.002207058524501801,42614,34.89738173968557,linear,5,17,55(s),101,155,,,,,,,,,,,,
156,0.8371445856019359,0.8476190476190476,167,0.10291688133720225,10818,25.408000192485375,linear,5,17,55(s),101,156,,,,,,,,,,,,
157,0.895946763460375,0.8485714285714285,434,0.14448991635491001,87427,118.33668166668126,linear,5,17,72(s),83(s),103,157,,,,,,,,,,,
158,0.8820326678765881,0.8476190476190476,787,0.08867630388562858,50332,188.26203774649315,linear,5,17,72(s),83(s),103,158,,,,,,,,,,,
159,0.7569872958257713,0.7361904761904763,17,0.0166725365685827,100,428.7964667304629,linear,5,17,31(s),46,65,81,105,159,,,,,,,,,
160,0.895946763460375,0.8485714285714285,16,0.020582525068361668,41008,87.08312204552004,linear,5,17,31(s),46,65,81,105,160,,,,,,,,,
161,0.895946763460375,0.8904761904761905,202,0.03324625748885984,17782,13.575401566613102,linear,5,17,72(s),83(s),119,161,,,,,,,,,,,
162,0.8993950393224439,0.8485714285714285,14,0.18674859965408078,44556,102.93079133894241,linear,5,17,72(s),83(s),119,162,,,,,,,,,,,
163,0.895946763460375,0.8485714285714285,186,0.004437667551214285,188437,50.98478945393107,linear,5,17,72(s),84(s),107,120,163,,,,,,,,,,
164,0.895946763460375,0.8485714285714285,342,0.003390065476660796,113933,145.87283377944834,linear,5,17,72(s),84(s),107,120,164,,,,,,,,,,
165,0.8993950393224439,0.8485714285714285,109,0.01104325574385643,156493,500.0,linear,5,17,31(s),78,92,125,165,,,,,,,,,,
166,0.895946763460375,0.8485714285714285,33,0.005006021553579623,57315,267.25149737203543,linear,5,17,31(s),78,92,125,166,,,,,,,,,,
167,0.8924984875983061,0.8485714285714285,21,0.22634509608759856,95221,162.3107132865216,linear,5,17,100(s),127,167,,,,,,,,,,,,
168,0.8924984875983061,0.8485714285714285,22,0.12504568347858744,129565,23.664993497638818,linear,5,17,100(s),127,168,,,,,,,,,,,,
169,0.895946763460375,0.8485714285714285,12,0.00807721355154745,42215,216.97070343049688,linear,5,17,31(s),78,92,110,135,169,,,,,,,,,
170,0.895946763460375,0.8485714285714285,7,0.003069556460897234,84946,16.40382361136531,linear,5,17,31(s),78,92,110,135,170,,,,,,,,,
171,0.8890502117362372,0.862857142857143,396,0.05624301320838408,48243,122.14788738066969,linear,5,17,86,171,,,,,,,,,,,,,
172,0.895946763460375,0.862857142857143,191,0.13353784076138075,53597,99.19466587561496,linear,5,17,86,172,,,,,,,,,,,,,
173,0.8093768905021174,0.7609523809523809,1000,0.1246941068845871,17966,21.237787593803443,linear,5,17,54(s),79,113,123,173,,,,,,,,,,
174,0.8263157894736842,0.8619047619047621,343,0.1053606618857481,22351,37.90449564113349,linear,5,17,54(s),79,113,123,174,,,,,,,,,,
175,0.674107683000605,0.7104761904761905,881,0.06584584426811685,4420,1.5850162711409865,linear,5,17,86,137,175,,,,,,,,,,,,
176,0.7704779189352693,0.7380952380952381,519,0.017553065977578303,2596,138.27624227070484,linear,5,17,86,137,176,,,,,,,,,,,,
177,0.8717483363581368,0.82,742,0.18156135415871855,48819,36.297076415496704,linear,5,17,55(s),116(s),141(s),177(s),,,,,,,,,,,
178,0.8545069570477919,0.82,931,0.1399679290440204,77210,36.34022527057958,linear,5,17,55(s),116(s),141(s),178(s),,,,,,,,,,,
179,0.8718088324258924,0.8342857142857143,765,0.1517447569014552,63197,36.45740165159127,linear,5,17,55(s),116(s),141(s),179(s),,,,,,,,,,,
180,0.826799758015729,0.8333333333333333,139,0.0579634333462045,6399,21.433840885116826,linear,5,17,72(s),83(s),119,161,180,,,,,,,,,,
